file_id,filepath,type,subset
7665.wav,/Data//LibriTTS/train_clean_360_24000c/7665.wav,input,train
7688.wav,/Data//LibriTTS/train_clean_360_24000c/7688.wav,input,train
770.wav,/Data//LibriTTS/train_clean_360_24000c/770.wav,input,train
7704.wav,/Data//LibriTTS/train_clean_360_24000c/7704.wav,input,train
7705.wav,/Data//LibriTTS/train_clean_360_24000c/7705.wav,input,train
7717.wav,/Data//LibriTTS/train_clean_360_24000c/7717.wav,input,train
7720.wav,/Data//LibriTTS/train_clean_360_24000c/7720.wav,input,train
7730.wav,/Data//LibriTTS/train_clean_360_24000c/7730.wav,input,train
7732.wav,/Data//LibriTTS/train_clean_360_24000c/7732.wav,input,train
7733.wav,/Data//LibriTTS/train_clean_360_24000c/7733.wav,input,train
7739.wav,/Data//LibriTTS/train_clean_360_24000c/7739.wav,input,train
7752.wav,/Data//LibriTTS/train_clean_360_24000c/7752.wav,input,train
7754.wav,/Data//LibriTTS/train_clean_360_24000c/7754.wav,input,train
7766.wav,/Data//LibriTTS/train_clean_360_24000c/7766.wav,input,train
7777.wav,/Data//LibriTTS/train_clean_360_24000c/7777.wav,input,train
7783.wav,/Data//LibriTTS/train_clean_360_24000c/7783.wav,input,train
7789.wav,/Data//LibriTTS/train_clean_360_24000c/7789.wav,input,train
7802.wav,/Data//LibriTTS/train_clean_360_24000c/7802.wav,input,train
7809.wav,/Data//LibriTTS/train_clean_360_24000c/7809.wav,input,train
781.wav,/Data//LibriTTS/train_clean_360_24000c/781.wav,input,train
7816.wav,/Data//LibriTTS/train_clean_360_24000c/7816.wav,input,train
7825.wav,/Data//LibriTTS/train_clean_360_24000c/7825.wav,input,train
7828.wav,/Data//LibriTTS/train_clean_360_24000c/7828.wav,input,train
783.wav,/Data//LibriTTS/train_clean_360_24000c/783.wav,input,train
7832.wav,/Data//LibriTTS/train_clean_360_24000c/7832.wav,input,train
7833.wav,/Data//LibriTTS/train_clean_360_24000c/7833.wav,input,train
7837.wav,/Data//LibriTTS/train_clean_360_24000c/7837.wav,input,train
7867.wav,/Data//LibriTTS/train_clean_360_24000c/7867.wav,input,train
7868.wav,/Data//LibriTTS/train_clean_360_24000c/7868.wav,input,train
7874.wav,/Data//LibriTTS/train_clean_360_24000c/7874.wav,input,train
7881.wav,/Data//LibriTTS/train_clean_360_24000c/7881.wav,input,train
79.wav,/Data//LibriTTS/train_clean_360_24000c/79.wav,input,train
7909.wav,/Data//LibriTTS/train_clean_360_24000c/7909.wav,input,train
7910.wav,/Data//LibriTTS/train_clean_360_24000c/7910.wav,input,train
7926.wav,/Data//LibriTTS/train_clean_360_24000c/7926.wav,input,train
7932.wav,/Data//LibriTTS/train_clean_360_24000c/7932.wav,input,train
7933.wav,/Data//LibriTTS/train_clean_360_24000c/7933.wav,input,train
7938.wav,/Data//LibriTTS/train_clean_360_24000c/7938.wav,input,train
7939.wav,/Data//LibriTTS/train_clean_360_24000c/7939.wav,input,train
7945.wav,/Data//LibriTTS/train_clean_360_24000c/7945.wav,input,train
7949.wav,/Data//LibriTTS/train_clean_360_24000c/7949.wav,input,train
7956.wav,/Data//LibriTTS/train_clean_360_24000c/7956.wav,input,train
7957.wav,/Data//LibriTTS/train_clean_360_24000c/7957.wav,input,train
7959.wav,/Data//LibriTTS/train_clean_360_24000c/7959.wav,input,train
7962.wav,/Data//LibriTTS/train_clean_360_24000c/7962.wav,input,train
7967.wav,/Data//LibriTTS/train_clean_360_24000c/7967.wav,input,train
7981.wav,/Data//LibriTTS/train_clean_360_24000c/7981.wav,input,train
7982.wav,/Data//LibriTTS/train_clean_360_24000c/7982.wav,input,train
7991.wav,/Data//LibriTTS/train_clean_360_24000c/7991.wav,input,train
7994.wav,/Data//LibriTTS/train_clean_360_24000c/7994.wav,input,train
7995.wav,/Data//LibriTTS/train_clean_360_24000c/7995.wav,input,train
8006.wav,/Data//LibriTTS/train_clean_360_24000c/8006.wav,input,train
8008.wav,/Data//LibriTTS/train_clean_360_24000c/8008.wav,input,train
8011.wav,/Data//LibriTTS/train_clean_360_24000c/8011.wav,input,train
8028.wav,/Data//LibriTTS/train_clean_360_24000c/8028.wav,input,train
803.wav,/Data//LibriTTS/train_clean_360_24000c/803.wav,input,train
8050.wav,/Data//LibriTTS/train_clean_360_24000c/8050.wav,input,train
8057.wav,/Data//LibriTTS/train_clean_360_24000c/8057.wav,input,train
806.wav,/Data//LibriTTS/train_clean_360_24000c/806.wav,input,train
8066.wav,/Data//LibriTTS/train_clean_360_24000c/8066.wav,input,train
8075.wav,/Data//LibriTTS/train_clean_360_24000c/8075.wav,input,train
8080.wav,/Data//LibriTTS/train_clean_360_24000c/8080.wav,input,train
8097.wav,/Data//LibriTTS/train_clean_360_24000c/8097.wav,input,train
81.wav,/Data//LibriTTS/train_clean_360_24000c/81.wav,input,train
8113.wav,/Data//LibriTTS/train_clean_360_24000c/8113.wav,input,train
8118.wav,/Data//LibriTTS/train_clean_360_24000c/8118.wav,input,train
8119.wav,/Data//LibriTTS/train_clean_360_24000c/8119.wav,input,train
8138.wav,/Data//LibriTTS/train_clean_360_24000c/8138.wav,input,train
8142.wav,/Data//LibriTTS/train_clean_360_24000c/8142.wav,input,train
815.wav,/Data//LibriTTS/train_clean_360_24000c/815.wav,input,train
8152.wav,/Data//LibriTTS/train_clean_360_24000c/8152.wav,input,train
